,Species,Owner,Country.of.Origin,Farm.Name,ICO.Number,Company,Number.of.Bags,Bag.Weight,Harvest.Year,Processing.Method,Color,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Moisture,Category.One.Defects,Quakers,Category.Two.Defects,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters,TotalScore
689,Arabica,ipanema coffees,Brazil,fazenda rio verde,002/4177/0121,ipanema coffees,220,60 kg,2013/2014,Natural / Dry,Green,7.25,7.33,7.25,7.5,7.42,7.5,10,10,10,8.17,0,0,0,0,m,1260,1260,1260,82.42
690,Arabica,manuel herrera juarez,Mexico,finca los barreales,0,,10,1 kg,2013,Washed / Wet,Green,7.5,7.58,7.5,7.92,7.42,7.67,9.33,10,10,7.5,0.12,0,0,0,m,1170,1170,1170,82.42
691,Arabica,brent hall,Honduras,,3,s&d coffee and tea,1,2 kg,2012,Washed / Wet,None,7.25,7.67,7.42,7.17,7.75,7.5,10,10,10,7.67,0.09,0,0,2,m,NA,NA,NA,82.42
692,Arabica,racafe & cia s.c.a,Colombia,,3-37-2044,racafe & cia s.c.a,250,70 kg,2013,Washed / Wet,Green,7.67,7.42,7.33,7.5,7.58,7.5,10,10,10,7.42,0.11,0,0,9,m,1600,1950,1775,82.42
693,Arabica,nestor mendez gomez,Mexico,cipresal,016-2129,cesmach s.c.,49,1 kg,2013,Washed / Wet,Green,7.5,7.42,7.42,7.67,7.42,7.58,10,10,10,7.42,0.12,0,0,5,m,1560,1560,1560,82.42
694,Arabica,jesus salazar velasco,Mexico,pante san pedro,0,carajillo café sa de cv,20,1 kg,2012,Semi-washed / Semi-pulped,Green,7.42,7.58,7.5,7.42,7.58,7.5,10,10,10,7.42,0.13,0,0,2,m,1400,1400,1400,82.42
695,Arabica,"el equimite, cafetal biodinámico",Mexico,"cafetal el equimite, rancho agroecológico",0,,35,1 kg,2012,Washed / Wet,Green,7.42,7.58,7.33,7.58,7.5,7.5,10,10,10,7.5,0.14,0,0,9,m,1300,1300,1300,82.42
696,Arabica,manuel herrera juarez,Mexico,los barreales 1112lbcat_s110312,0,finca los barreales,10,1 kg,2012,Washed / Wet,Green,7.75,7.33,7.25,7.58,7.58,7.33,10,10,10,7.58,0.13,0,0,1,m,1170,1170,1170,82.42
697,Arabica,dario cesar galeana sanchez,Mexico,corral del diablo lote 1,3252,,74,1 kg,2012,Washed / Wet,Green,7.5,7.58,7.33,7.5,7.5,7.5,10,10,10,7.5,0.11,0,0,0,m,1300,1300,1300,82.42
698,Arabica,jose daniel cobilt castro,Mexico,cañada fria,1104558673,,26,1 kg,2012,Washed / Wet,Green,7.58,7.58,7.17,7.5,7.5,7.5,10,10,10,7.58,0.14,0,0,6,m,1350,1350,1350,82.42
699,Arabica,alvaro quiros perez,Mexico,finca nextlalpa,"120706171, 1207106169",,10,1 kg,2012,Washed / Wet,Green,7.58,7.33,7.33,7.58,7.5,7.5,10,10,10,7.58,0.11,0,0,0,m,1150,1150,1150,82.42
700,Arabica,olivia hernandez virves,Mexico,santa rosa,125464,,1,1 kg,2012,Washed / Wet,,7.67,7.58,7.33,7.42,7.58,7.33,10,10,10,7.5,0.13,0,0,4,m,1250,1250,1250,82.42
701,Arabica,finca las nieves,Mexico,fln mirador,1,finca las nieves,10,1 kg,2012,Washed / Wet,Bluish-Green,7.83,7.5,7.42,7.67,7.17,7.33,10,10,10,7.5,0.12,0,0,0,m,1450,1450,1450,82.42
702,Arabica,carcafe ltda ci,Colombia,,3-59-0782,carcafe ltda,250,70 kg,2012,Natural / Dry,,7.67,7.33,7.25,7.42,7.5,7.67,10,10,10,7.58,0,0,0,2,m,442,442,442,82.42
703,Arabica,nucoffee,Brazil,santa mariana,002/1251/185,nucoffee,51,60 kg,2012,Natural / Dry,Blue-Green,7.75,7.5,7.42,7.42,7.5,7.42,10,10,10,7.42,0.11,0,0,2,m,NA,NA,NA,82.42
704,Arabica,exportadora de cafe condor s.a,Colombia,,3-68-0066,exportadora de cafe condor s.a,250,70 kg,2011,Washed / Wet,Green,7.33,7.58,7.17,7.58,7.42,7.58,10,10,10,7.75,0,0,0,2,m,1750,1750,1750,82.42
705,Arabica,exportadora de cafe condor s.a,Colombia,,3-68-0262,,0,70 kg,3T/2011,,,7.58,7.25,7.42,7.25,7.58,7.83,10,10,10,7.5,0.02,0,0,1,m,1750,1750,1750,82.42
706,Arabica,bismarck castro,Honduras,los hicaques,13-111-022,cigrah s.a de c.v,275,69 kg,2017,Washed / Wet,Green,7.5,7.58,7.33,7.5,7.42,7.42,10,10,10,7.58,0.1,0,1,8,m,1396,1396,1396,82.33
707,Arabica,pedro santos e silva,Brazil,fazenda são pedro,,olam,320,2 kg,2016,Natural / Dry,Green,7.33,7.5,7.5,7.33,7.5,7.5,10,10,10,7.67,0.11,0,3,11,m,982,982,982,82.33
708,Arabica,gabriel barbara,Brazil,,02 / 143-0 / 0044,volcafe ltda.,305,59 kg,2016 / 2017,Natural / Dry,Green,7.42,7.42,7.42,7.5,7.5,7.58,10,10,10,7.5,0.11,0,4,14,m,NA,NA,NA,82.33
709,Arabica,ipanema coffees,Brazil,capoeirinha,002/1660/0106,ipanema coffees,320,60 kg,2016,Natural / Dry,Bluish-Green,7.5,7.5,7.42,7.5,7.42,7.5,10,10,10,7.5,0.11,0,2,3,m,934,934,934,82.33
710,Arabica,"ceca, s.a.",Costa Rica,gamboa,5-025-0294,"ceca,s.a.",100,69 kg,2015,Washed / Wet,Bluish-Green,7.75,7.5,7.25,7.25,7.42,7.67,10,10,10,7.5,0.1,6,1,3,m,1850,1850,1850,82.33
711,Arabica,rodrigo soto,Costa Rica,rio jorco,5/423/0127,panamerican coffee trading,130,69 kg,2015,Washed / Wet,Green,7.75,7.33,7.5,7.5,7.33,7.58,10,10,10,7.33,0,0,2,0,m,1550,1550,1550,82.33
712,Arabica,yunnan coffee exchange,China,yun lan coffee co. ltd,,yunnan coffee exchange,3,60 kg,2015,Pulped natural / honey,Green,7.5,7.58,7.42,7.5,7.42,7.42,10,10,10,7.5,0.12,0,6,2,m,1580,1580,1580,82.33
713,Arabica,ipanema coffees,Brazil,rio verde,002/1660/0107,ipanema coffees,12,2 kg,2015/2016,Natural / Dry,Green,8.25,7.83,7.25,8.33,8.17,8.08,10,6.67,10,7.75,0.07,0,0,0,m,1268,1268,1268,82.33
714,Arabica,bourbon specialty coffees,Brazil,,002/4542/0478,bourbon specialty coffees,300,60 kg,2015,Natural / Dry,Green,7.42,7.5,7.5,7.42,7.5,7.58,10,10,10,7.42,0.11,0,0,10,m,NA,NA,NA,82.33
715,Arabica,juan luis alvarado romero,Guatemala,finca loma linda y anexo,11-52-349,exportcafe,275,69 kg,2015,Washed / Wet,Green,7.5,7.42,7.17,7.83,7.5,7.5,10,10,10,7.42,0.1,0,0,6,ft,1676.4,1676.4,1676.4,82.33
716,Arabica,afca,Malawi,utchisi mountain,C22,mzuzu coffee planters coop union,10,60 kg,2014,Washed / Wet,Green,7.33,7.58,7.42,7.58,7.33,7.5,10,10,10,7.58,0.12,0,0,0,m,1450,1450,1450,82.33
717,Arabica,ipanema coffees,Brazil,rio verde,002/1660/0065,ipanema coffees,10,2 kg,2014/2015,Natural / Dry,Blue-Green,7.75,8.08,7.67,8.08,8.08,8,10,10,6.67,8,0.11,0,0,0,m,1100,1100,1100,82.33
718,Arabica,juan luis alvarado romero,Guatemala,el morito,11/972/28,"armajaro guatemala, s. a.",250,69 kg,2014,Washed / Wet,Green,7.58,7.67,7.5,7.58,7.75,7.5,9.33,10,10,7.42,0.12,0,0,3,ft,1524,1524,1524,82.33
719,Arabica,dane loraas,Mexico,,016-2022-0010,sustainable harvest,320,5 lbs,2014,Washed / Wet,Green,7.33,7.58,7.42,7.5,7.5,7.5,10,10,10,7.5,0.11,0,0,0,m,NA,NA,NA,82.33
720,Arabica,the coffee source inc.,Colombia,several,3-037-996,the coffee source inc.,250,3 kg,2013,Washed / Wet,Green,7.42,7.33,7.5,7.17,7.08,8.33,10,10,10,7.5,0.1,0,0,2,m,1300,1300,1300,82.33
721,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,guo cun nong yuan 國村農園,,blossom valley宸嶧國際,10,20 kg,2013/2014,Semi-washed / Semi-pulped,Green,7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.33,0.11,0,0,0,m,200,200,200,82.33
722,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,yu jin gui 玉金櫃咖啡,,blossom valley宸嶧國際,10,30 kg,2013/2014,Washed / Wet,Green,7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.33,0.11,0,0,0,m,600,600,600,82.33
723,Arabica,juan luis alvarado romero,Guatemala,el morito,11/23/1015,"unex guatemala, s.a.",250,69 kg,2013,Washed / Wet,Green,7.5,7.42,7.58,7.5,7.5,7.58,10,10,10,7.25,0.12,2,0,1,ft,1310.64,1310.64,1310.64,82.33
724,Arabica,exportadora de cafe condor s.a,Colombia,,68-0220,exportadora de cafe condor s.a,250,70 kg,2013,Washed / Wet,Green,7.5,7.42,7.5,7.5,7.5,7.58,10,10,10,7.33,0,0,0,1,m,1750,1750,1750,82.33
725,Arabica,alfredo bojalil,Mexico,santa teresa,2222,ecomtrading,250,1 kg,2013,Washed / Wet,Green,7.67,7.5,7.42,7.5,7.42,7.42,10,10,10,7.42,0.12,0,0,3,m,1300,1300,1300,82.33
726,Arabica,michael gavina,Costa Rica,,,"f. gaviña & sons, inc.",275,1 kg,2012,Washed / Wet,Green,7.92,7.58,7.25,7.75,7.92,7.58,9.33,9.33,10,7.67,0,0,0,14,m,NA,NA,NA,82.33
727,Arabica,juan luis alvarado romero,Guatemala,finca el morito,11/9768/02,finca el morito,275,69 kg,2012,Washed / Wet,Green,7.67,7.5,7.33,7.67,7.5,7.33,10,10,10,7.33,0.11,0,0,3,ft,1676.4,1828.8,1752.6,82.33
728,Arabica,saul m. hernandez ramirez,Mexico,tepemalacax,1702806437,,10,1 kg,2012,Natural / Dry,None,7.58,7.67,7.58,7.33,7,7.58,10,10,10,7.58,0.15,1,0,8,m,441,441,441,82.33
729,Arabica,manuel herrera juarez,Mexico,finca los barreales 1112lbga7250412,0,finca los barreales,10,1 kg,2012,Washed / Wet,Green,7.67,7.58,7.5,7.58,7.5,7.5,10,10,10,7,0.13,0,0,9,m,1170,1170,1170,82.33
730,Arabica,juan luis alvarado romero,Guatemala,agropecuaria quiagral,11/23/0394,"unex guatemala, s.a.",250,1 kg,2012,Washed / Wet,Green,7.5,7.67,7.33,7.5,7.33,7.5,10,10,10,7.5,0.1,2,0,5,ft,1310.64,1310.64,1310.64,82.33
731,Arabica,nucoffee,Brazil,sitío santa luzia,002/1251/0243,nucoffee,16,60 kg,2012,Natural / Dry,Green,7.58,7.5,7.42,7.5,7.5,7.42,10,10,10,7.42,0.12,0,0,2,m,1100,1100,1100,82.33
732,Arabica,maria luisa del carmen rojas narvaez,Mexico,cafetal santa maria,1405830166,eczcafe fino s.a. de c.v.,10,1 kg,2012,Washed / Wet,Green,8,7.75,7.33,7.33,7.08,7.67,9.33,10,10,7.83,0.11,0,0,0,m,1200,1400,1300,82.33
733,Arabica,nucoffee,Brazil,café citrus,002/1251/0247,nucoffee,44,60 kg,2012,Washed / Wet,Green,7.58,7.58,7.25,7.58,7.42,7.5,10,10,10,7.42,0.11,0,0,2,m,950,950,950,82.33
734,Arabica,carcafe ltda ci,Colombia,,3-59-0787,carcafe ltda,250,70 kg,2012,Natural / Dry,Green,7.83,7.58,7.33,7.25,7.58,7.42,10,10,10,7.33,0,0,0,0,m,442,442,442,82.33
735,Arabica,klem organics,Brazil,fazendas klem ltda,002/1566/0003,klem organics coffee,1062,5 kg,,Washed / Wet,Green,7.58,7.5,7.25,7.42,7.67,7.33,10,10,10,7.5,0.09,2,6,10,m,1100,1100,1100,82.25
736,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,眉泉莊園        ,,宸嶧國際,1,10 kg,2016/2017,,Blue-Green,7,7.08,7,7.17,7,7,10,10,10,10,0.1,0,0,0,m,NA,NA,NA,82.25
737,Arabica,juan luis alvarado romero,Guatemala,linda vista,11/973/158,mercon guatemala s.a.,275,69 kg,2016,Washed / Wet,Green,7.67,7.5,7.25,7.67,7.42,7.42,10,10,10,7.33,0.11,0,2,2,m,1450,1450,1450,82.25
738,Arabica,ipanema coffees,Brazil,rio verde,002/4177/0150,ipanema coffees,180,2 kg,2015/2016,Natural / Dry,Green,7.42,7.67,7.5,7.08,7.5,7.42,10,10,10,7.67,0,0,0,9,m,1,1,1,82.25
739,Arabica,consejo salvadoreño del café,El Salvador,zapato de mico,391,consejo salvadoreño del café,275,1 kg,2014,Washed / Wet,Green,7.58,7.67,7.5,7.67,7.83,8.42,9.33,9.33,9.33,7.58,0.12,0,0,0,m,1500,1500,1500,82.25
740,Arabica,cadexsa,Honduras,bethel,13-63-206,cadexsa,275,1 kg,2015,Washed / Wet,Green,7.58,7.5,7.42,7.58,7.42,7.42,10,10,10,7.33,0.11,0,0,2,m,1350,1350,1350,82.25
741,Arabica,afca,Malawi,kachere,C20,mzuzu coffee planters coop union,10,60 kg,2014,Washed / Wet,Blue-Green,7.58,7.42,7.33,7.42,7.58,7.5,10,10,10,7.42,0.13,0,0,0,m,1180,1180,1180,82.25
742,Arabica,ipanema coffees,Brazil,rio verde,002/1660/0065,ipanema coffees,320,2 kg,2014/2015,Natural / Dry,Green,7.75,7.58,7.42,7.42,7.33,7.33,10,10,10,7.42,0.11,0,0,0,m,1100,1100,1100,82.25
743,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,guo xing ka fei wang 國姓咖啡王咖啡莊園,,blossom valley宸嶧國際,35,60 kg,2013/2014,Washed / Wet,Green,7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.25,0.11,0,0,0,m,650,650,650,82.25
744,Arabica,jesus carlos cardenas valdivia,Mexico,finca huehuetecpan,1104387103,,150,1 kg,2013,Washed / Wet,Blue-Green,7.58,7.58,7.42,7.42,7.42,7.42,10,10,10,7.42,0.12,0,0,4,m,1338,1338,1338,82.25
745,Arabica,kona pacific farmers cooperative,United States (Hawaii),,KF3150140,kona pacific farmers cooperative,6,100 lbs,2013,Natural / Dry,Bluish-Green,7.33,7.42,7.5,7.67,7.5,7.42,10,10,10,7.42,0,0,0,1,ft,NA,NA,NA,82.25
746,Arabica,saul m. hernandez ramirez,Mexico,omicuatla,842046,,10,1 kg,2012,Washed / Wet,None,7.58,7.58,7.5,7.17,7.42,7.42,10,10,10,7.58,0.16,3,0,8,m,533,533,533,82.25
747,Arabica,juan luis alvarado romero,Guatemala,finca medina,11-11711-19,"siembras vision, s.a. / ing. jorge bolaños",275,69 kg,2012,Washed / Wet,Green,7.5,7.5,7.33,7.58,7.67,7.33,10,10,10,7.33,0.11,0,0,2,ft,1390.8024,1390.8024,1390.8024,82.25
748,Arabica,manuel herrera juarez,Mexico,los barreales 1112lbgr7230412,0,finca los barreales,10,1 kg,2012,Washed / Wet,Green,7.5,7.58,7.42,7.67,7.33,7.42,10,10,10,7.33,0.13,0,0,3,m,1170,1170,1170,82.25
749,Arabica,guillermo rojas saldana,Mexico,jamaica,1405818311,,40,1 kg,2012,Washed / Wet,Green,7.67,7.58,7.33,7.5,7.42,7.42,10,10,10,7.33,0.12,0,0,13,m,1250,1250,1250,82.25
750,Arabica,adam kline,El Salvador,,009/0060/45L2,atlantic specialty coffee,288,1 kg,2012,Washed / Wet,Green,7.75,7.33,7.33,7.5,7.5,7.5,10,10,10,7.33,0,2,0,5,m,NA,NA,NA,82.25
751,Arabica,sergio de la vequia bernardi,Mexico,chilcuatla,1102751473,,250,1 kg,2012,Washed / Wet,Green,7.33,7.58,7.42,7.67,7.33,7.5,10,10,10,7.42,0.11,0,0,0,m,1100,1100,1100,82.25
752,Arabica,organizaciones de productores de cafe colimense,Mexico,comunidad de canoas,2671,organizaciones de productores de cafe colimense sa de cv,250,1 kg,2012,Washed / Wet,Green,7.42,7.5,7.42,7.58,7.42,7.5,10,10,10,7.42,0.1,0,0,3,m,900,900,900,82.25
753,Arabica,exportadora de cafe condor s.a,Colombia,,3-68-0088,exportadora de cafe condor s.a,250,70 kg,2012,Washed / Wet,Green,7.5,7.42,7.67,7.33,7.58,7.33,10,10,10,7.42,0.12,0,0,1,m,1750,1750,1750,82.25
754,Arabica,racafe & cia s.c.a,Colombia,,3-37-0663,c.i.racafe & cia s.c.a,100,70 kg,2012,Washed / Wet,Green,7.67,7.33,7.33,7.33,7.5,7.5,10,10,10,7.58,0.11,0,0,0,m,1600,1950,1775,82.25
755,Arabica,nucoffee,Brazil,caxambu,002/1251/0183,nucoffee,84,60 kg,2012,Natural / Dry,Green,7.67,7.58,7.42,7,7.5,7.58,10,10,10,7.5,0.12,0,0,1,m,NA,NA,NA,82.25
756,Arabica,racafe & cia s.c.a,Colombia,,3-37-1979,,149,70 kg,,,,7.17,7.25,7.58,7.25,7.58,7.67,10,10,10,7.75,0.22,0,0,2,m,NA,NA,NA,82.25
757,Arabica,ipanema coffees,Brazil,fazenda capoeirnha,002/1660/0105,ipanema coffees,320,60 kg,2016,Natural / Dry,Green,7.42,7.42,7.5,7.42,7.42,7.5,10,10,10,7.5,0.11,0,1,5,m,934,934,934,82.17
758,Arabica,bismarck castro,Honduras,las cuchillas,13-111-054,cigrah s.a de c.v,200,69 kg,2015,Washed / Wet,Bluish-Green,7.5,7.5,7.17,7.42,7.5,7.5,10,10,10,7.58,0.11,0,1,2,m,1500,1500,1500,82.17
759,Arabica,"bencafe, s. a.",Nicaragua,el brigadum - la coronela,16042,"beneficiadora norteña de cafe, s. a. (bencafe)",275,69 kg,,,Green,7.5,7.5,7.33,7.42,7.5,7.42,10,10,10,7.5,0.1,0,0,1,m,1000,1000,1000,82.17
760,Arabica,langiro farm group,"Tanzania, United Republic Of",langiro farm group,CA058,tawoca,30,80 kg,2015,Washed / Wet,Green,7.58,7.42,7.42,7.33,7.5,7.42,10,10,10,7.5,0.13,1,0,6,m,1500,1800,1650,82.17
761,Arabica,ibero coffee trading co (t) ltd,"Tanzania, United Republic Of",,3881832/P1412427,ibero tanzania,300,60 kg,2015/2016,Washed / Wet,Green,7.42,7.42,7.42,7.5,7.5,7.33,10,10,10,7.58,0.12,0,0,1,m,1600,1600,1600,82.17
762,Arabica,ipanema coffees,Brazil,rio verde,002/4177/0164,ipanema coffees,320,2 kg,2015/2016,Natural / Dry,Green,6.92,7.58,7.42,7.33,7.83,7.5,10,10,10,7.58,0,0,0,1,m,1,1,1,82.17
763,Arabica,doi tung development project,Thailand,,49881,doi tung development project,1,1 kg,2014,Washed / Wet,Bluish-Green,7.42,7.42,7.17,7.75,7.25,7.67,10,10,10,7.5,0.12,0,0,0,m,800,800,800,82.17
764,Arabica,cadexsa,Honduras,bethel,13-63-206,cadexsa,275,1 kg,2015,Washed / Wet,Green,7.67,7.5,7.25,7.42,7.58,7.42,10,10,10,7.33,0.11,0,0,2,m,1350,1350,1350,82.17
765,Arabica,essencecoffee,Guatemala,blue lake,11873168,essence coffee,250,69 kg,2014,Washed / Wet,Blue-Green,7.42,7.42,7.5,7.5,7.42,7.5,10,10,10,7.42,0.09,0,0,4,m,1500,1500,1500,82.17
766,Arabica,bourbon specialty coffees,Brazil,,002/4542/0274,bourbon specialty coffees,300,60 kg,2014,Natural / Dry,Green,7.58,7.5,7.42,7.25,7.5,7.42,10,10,10,7.5,0.12,0,0,1,m,NA,NA,NA,82.17
767,Arabica,tembo coffee company ltd,"Tanzania, United Republic Of",ilomba 2,C33,tembo coffee company ltd,10,60 kg,2014,Washed / Wet,Green,7.75,7.42,7.42,7.58,7.33,7.42,10,10,10,7.25,0.12,0,0,1,m,1700,1700,1700,82.17
768,Arabica,j.andrade,Mexico,el pino,0,"café andrade, s.a. de c.v.",200,1 kg,2013,Washed / Wet,Green,7.42,7.33,7.17,7.42,7.33,8.17,10,10,10,7.33,0.12,0,0,0,m,1100,1100,1100,82.17
769,Arabica,lusso lab,Mexico,,NONE,lusso coffee lab,2,2 kg,2013,Washed / Wet,None,7.5,7.5,7.33,7.42,7.5,7.42,10,10,10,7.5,0.1,1,0,1,m,1200,1600,1400,82.17
770,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,song yue coffee 嵩岳咖啡,,blossom valley宸嶧國際,60,60 kg,2013/2014,Other,Green,7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.17,0.11,0,0,0,m,1200,1200,1200,82.17
771,Arabica,"lin, che-hao krude 林哲豪",Taiwan,kan tou mountain coffee 崁頭山咖啡館,Taiwan,"red on tree co., ltd.",80,10 kg,2012,Washed / Wet,Green,7.67,7.5,7.5,7.17,7.17,7.58,10,10,10,7.58,0,0,0,0,m,800,800,800,82.17
772,Arabica,exportadora de cafe condor s.a,Colombia,,3-68-0144,exportadora de cafe condor s.a,250,70 kg,2013,Washed / Wet,Bluish-Green,7.33,7.25,7.25,7.58,7.75,7.5,10,10,10,7.5,0,0,0,1,m,1750,1750,1750,82.17
773,Arabica,saul m. hernandez ramirez,Mexico,el nanchi,1702764973,,10,1 kg,2012,Washed / Wet,None,7.5,7.67,7,7.5,7.33,7.5,10,10,10,7.67,0.15,1,0,9,m,1144,1144,1144,82.17
774,Arabica,the coffee source inc.,Guatemala,,11/00183/00020,the coffee source inc.,250,1 kg,2012,Washed / Wet,None,7.25,7.75,7,7.75,8.17,7.75,10,10,9.33,7.17,0.12,0,0,2,m,1350,1350,1350,82.17
775,Arabica,salvador caro carrion,Mexico,las truchas,3196666,,200,1 kg,2012,Washed / Wet,Green,7.5,7.58,7.25,7.5,7.5,7.33,10,10,10,7.5,0.12,0,0,4,m,1000,1000,1000,82.17
776,Arabica,organizaciones de productores de cafe colimense,Mexico,"la calera, barranca de la leona, el nogal","70381402, 70381402, 703815394",organizaciones de productores de cafe colimense sa de cv,60,1 kg,2012,Washed / Wet,Green,7,7.67,7.5,7.5,7.42,7.5,10,10,10,7.58,0.1,0,0,1,m,1200,1200,1200,82.17
777,Arabica,exportadora de cafe condor s.a,Colombia,,3-68-0154,,250,70 kg,4T/10,,,7.58,7.67,7.42,7.17,7.17,7.75,10,10,10,7.42,0.08,0,0,0,m,1800,1800,1800,82.17
778,Arabica,sanjava coffee,Indonesia,various,,pt. shriya artha nusantara,2,1 kg,2017,Washed / Wet,,7.5,7.5,7.42,7.42,7.5,7.42,10,10,10,7.33,0.15,0,0,3,m,1300,1300,1300,82.08
779,Arabica,raúl vargas,Colombia,,03-05-0846,skn caribecafe ltda,275,70 kg,2016,Washed / Wet,Green,7.75,7.58,7.42,7.67,7.83,7.58,9.33,9.33,10,7.58,0,0,7,6,m,NA,NA,NA,82.08
780,Arabica,ipanema coffees,Brazil,fazenda capoeirnha,002/1660/0105,ipanema coffees,320,60 kg,2016,Natural / Dry,Green,7.42,7.58,7.42,7.5,7.42,7.25,10,10,10,7.5,0.11,0,1,3,m,894,894,894,82.08
781,Arabica,ipanema coffees,Brazil,rio verde,002/4177/0150,ipanema coffees,320,2 kg,2015/2016,Natural / Dry,Green,7.25,7.25,7.58,7.58,7.25,7.92,10,10,10,7.25,0,0,0,1,m,1,1,1,82.08
782,Arabica,"cafetalera internacional cafinter, s.a.",Costa Rica,el patalillo,5-019-0060,"cafetalera internacional cafinter, s.a.",275,350 kg,2015,Washed / Wet,Blue-Green,7.75,7.42,7.42,7.25,7.17,7.42,10,10,10,7.67,0,0,0,0,m,1200,1400,1300,82.08
783,Arabica,balam hinyula,"Tanzania, United Republic Of",ampcg,4,volcafe/taylorwinch tanzania ltd,300,2 kg,2014,Washed / Wet,Green,7.42,7.33,7.42,7.42,7.5,7.58,10,10,10,7.42,0.12,0,0,5,m,1500,1500,1500,82.08
784,Arabica,ngorogoro convenant estate,"Tanzania, United Republic Of",ngorogoro convenant estate,C19,ngorogoro convenant estate,1,60 kg,2014,Washed / Wet,Green,7.42,7.5,7.5,7.33,7.33,7.5,10,10,10,7.5,0.12,0,0,3,m,1500,1700,1600,82.08
785,Arabica,cafe politico,Colombia,,3-59-1656,cafe politico,1,5 lbs,2013,Washed / Wet,Green,7.5,7.42,7.42,7.42,7.67,7.42,10,10,10,7.25,0.11,1,0,0,m,NA,NA,NA,82.08
786,Arabica,"ceca, s.a.",Costa Rica,cafetalera aquiares,5-025-0101,"ceca,s.a.",150,69 kg,2013,Washed / Wet,Green,7.58,7.33,7.33,7.33,7.5,7.67,10,10,10,7.33,0.11,0,0,2,m,13,13,13,82.08
787,Arabica,kona pacific farmers cooperative,United States (Hawaii),,230035,kona pacific farmers cooperative,4,100 lbs,2012,Natural / Dry,Bluish-Green,7.25,7.58,7.58,7.25,7.5,7.42,10,10,10,7.5,0.11,0,0,0,ft,NA,NA,NA,82.08
788,Arabica,"el equimite, cafetal biodinámico",Mexico,"cafetal el equimite, rancho agroecológico",0,,35,1 kg,2012,Washed / Wet,Green,7.42,7.58,7.5,7.33,7.42,7.42,10,10,10,7.42,0.13,0,0,7,m,1300,1300,1300,82.08
789,Arabica,julio perez hernandez,Mexico,,0,indigenas de la sierra madre de motozintla san isidro labrador s. de s.s.,250,1 kg,2012,Washed / Wet,Green,7.5,7.42,7.42,7.5,7.25,7.5,10,10,10,7.5,0.13,3,0,13,m,1800,1800,1800,82.08
790,Arabica,rosa aurora falcon fernandez,Mexico,bola de oro,1104362837,,15,1 kg,2012,Washed / Wet,Green,7.67,7.5,7.25,7.58,7.42,7.33,10,10,10,7.33,0.11,0,0,11,m,1250,1250,1250,82.08
791,Arabica,royal base corporation,Vietnam,"apollo co., ltd.",,royal base corporation,1,2 kg,2012,Natural / Dry,Green,7.67,8,7.17,7.08,7.67,7.08,10,10,10,7.42,0.12,0,0,2,m,1040,1040,1040,82.08
792,Arabica,sergio de la vequia bernardi,Mexico,tomatlancillo,1102751467,,250,1 kg,2012,Washed / Wet,Green,7.58,7.42,7.25,7.75,7.33,7.42,10,10,10,7.33,0.11,0,0,1,m,1250,1250,1250,82.08
793,Arabica,kona pacific farmers cooperative,United States (Hawaii),,2200302,cqi,10,100 lbs,2012,Washed / Wet,Green,7.33,7.5,7.33,7.58,7.08,7.83,10,10,10,7.42,0.1,0,0,2,ft,NA,NA,NA,82.08
794,Arabica,carcafe ltda ci,Colombia,,3-059-1329,,275,70 kg,Jan-11,,,7.67,7.42,7.67,7.33,7.25,7.58,10,10,10,7.17,0.08,1,0,5,m,1600,1600,1600,82.08
795,Arabica,bismarck castro,Honduras,las moras,13-111-024,cigrah s.a de c.v,275,69 kg,2017,Washed / Wet,Green,7.5,7.5,7.17,7.5,7.5,7.42,10,10,10,7.42,0.12,0,0,1,m,1600,1600,1600,82
796,Arabica,bismarck castro,Honduras,las moras,13-111-024,cigrah s.a de c.v,275,69 kg,2016,Natural / Dry,Green,7.5,7.5,7.25,7.33,7.42,7.5,10,10,10,7.5,0.1,0,1,7,m,1600,1600,1600,82
797,Arabica,ipanema coffees,Brazil,capoeirinha,002/1660/0105,ipanema coffees,230,60 kg,2016,Natural / Dry,Green,7.5,7.33,7.42,7.5,7.33,7.42,10,10,10,7.5,0.11,0,2,3,m,944,944,944,82
798,Arabica,didas,"Tanzania, United Republic Of",family farm,CA006,tawoca,2,80 kg,2015,Washed / Wet,Green,7.67,7.33,7.33,7.42,7.42,7.42,10,10,10,7.42,0.13,0,0,20,m,1500,1800,1650,82
799,Arabica,minwook ku,Laos,club green,105,kettles coffee roasters,1,2 kg,2015,Washed / Wet,Blue-Green,7.42,7.5,7.25,7.33,7.5,7.5,10,10,10,7.5,0.12,0,0,0,m,1250,1250,1250,82
